CustomerID,Age,Gender,PurchaseAmount,PurchaseFrequency,ProductQualityRating,DeliveryTimeRating,CustomerServiceRating,WebsiteEaseOfUseRating,ReturnRate,DiscountUsage,LoyaltyProgramMember
250,69,Female,1874.3986220546506,21,3,4,1,1,0.19,237.92207044738407,No
251,63,Male,1749.8700592781165,7,1,3,2,1,0.16,301.3920084982898,No
252,43,Male,468.9035762652814,23,3,3,4,4,0.4,376.0608618451875,Yes
253,46,Female,198.67474368817793,15,4,4,3,3,0.42,327.71286513449644,Yes
254,46,Male,1879.405087959664,3,5,4,1,1,0.42,115.26401985807478,Yes
255,36,Male,661.1730807470734,28,2,3,1,1,0.28,432.83293528829086,No
256,64,Female,81.99652579314825,24,2,5,2,3,0.48,13.799688636111917,No
257,27,Male,1620.1870682869956,18,5,3,4,5,0.37,20.066169611256402,Yes
258,32,Female,1722.378955678371,23,2,3,1,4,0.19,249.36175287266278,Yes
259,69,Male,135.98688320265407,13,1,4,1,2,0.43,184.55297667492886,Yes
260,40,Female,257.17072198341003,13,1,2,4,1,0.19,270.743507636164,Yes
261,25,Female,1972.7075249862992,12,1,1,2,2,0.39,371.971686896848,Yes
262,42,Female,608.5991235182335,10,2,4,4,3,0.07,366.5660604584387,No
263,42,Female,706.7926247754634,28,2,3,2,4,0.31,90.33227268406674,No
264,35,Male,1574.7732267158572,17,4,2,1,2,0.47,450.620157326086,Yes
265,28,Female,270.0075929301097,23,2,4,3,3,0.16,165.58348995997125,Yes
266,36,Female,1700.904361913186,17,3,5,5,2,0.4,404.8935619425398,No
267,54,Female,197.35640380399883,2,2,3,1,1,0.26,295.1213430837304,Yes
268,35,Female,427.1108982898054,6,4,2,1,5,0.25,215.49641753690884,No
269,60,Female,1933.7059172096353,22,5,1,2,5,0.22,457.72042301981713,No
270,48,Male,1417.431059619123,26,1,4,5,2,0.46,250.85703096660944,Yes
271,32,Male,1318.3633596092186,23,5,3,2,2,0.43,163.91933868279307,No
272,28,Female,204.82241331258066,6,3,2,4,5,0.12,397.7208755741224,No
273,40,Female,1201.1179104225555,7,4,1,3,3,0.27,456.92080483894165,Yes
274,59,Male,1658.3732556146044,14,3,1,3,4,0.08,70.91226199716783,Yes
275,37,Male,1995.5697116670312,11,1,3,2,2,0.18,82.84951616812796,No
276,61,Female,1439.8455038599318,2,2,5,5,3,0.37,33.06650790867649,No
277,64,Male,1403.585278801878,10,5,1,4,4,0.5,98.27476786169458,No
278,67,Female,567.2762826470423,23,2,4,4,1,0.48,327.53294313034326,No
279,61,Female,1112.7963906035818,13,3,4,5,1,0.12,371.7951033662706,No
280,23,Male,196.16235198914345,14,3,2,1,3,0.49,199.2383492419217,No
281,45,Female,1693.2357795033813,8,3,5,4,4,0.5,100.76678521632782,Yes
282,21,Male,1847.9129011341054,16,3,5,1,3,0.18,433.22592218142904,Yes
283,29,Female,1442.449778120564,23,5,3,4,5,0.43,467.79622513062066,Yes
284,48,Male,1022.2429805621057,1,5,5,4,3,0.32,358.940650609132,Yes
285,38,Male,1443.147398778677,25,4,1,5,3,0.06,372.7544402690458,No
286,59,Female,1643.1042580392975,9,2,3,1,3,0.48,414.32064234353174,No
287,66,Male,1826.7606523593606,27,4,2,4,5,0.26,355.1942753173053,No
288,42,Female,159.03277252152736,22,2,5,5,2,0.37,164.26055695812042,Yes
289,18,Female,799.2731386662336,7,5,1,1,1,0.39,38.145763450614545,Yes
290,68,Female,558.6530431341816,27,5,5,3,3,0.02,493.30527608929316,No
291,64,Male,1764.7393198464229,16,3,2,3,4,0.47,349.51361908854375,Yes
292,54,Female,1854.4731502941202,13,4,1,3,5,0.29,464.81795766571224,Yes
293,36,Female,640.1548089140474,1,5,4,3,2,0.09,266.11158578552374,Yes
294,50,Male,1759.4262340814037,23,2,2,1,4,0.5,107.079947241913,Yes
295,22,Female,283.96516211522163,22,3,3,3,5,0.22,199.71584774575118,Yes
296,38,Male,103.54416370353475,26,3,2,5,5,0.47,317.53293515809753,Yes
297,34,Male,1799.4904514176828,5,4,4,5,2,0.05,188.77189747797985,No
298,32,Male,1819.5015977694975,18,4,4,5,3,0.33,249.73495695449444,Yes
299,56,Female,646.3157369761374,23,2,3,2,5,0.35,424.6208563956338,No
300,64,Male,1235.7095035284483,15,4,3,1,1,0.07,348.97050855015476,No
301,20,Male,1241.0141800119547,11,5,2,5,4,0.45,82.41613630699895,No
302,39,Female,1718.6669768046172,23,1,2,3,3,0.05,80.00346590692747,No
303,52,Male,1097.0104238108897,19,4,2,5,3,0.01,453.4839355752943,No
304,47,Male,1129.5908668266684,17,4,5,4,4,0.03,447.3581902713384,Yes
305,34,Female,491.4182784916514,8,3,2,3,3,0.25,249.3118155243037,Yes
306,63,Male,290.4883840542781,23,2,3,3,3,0.04,284.0546304008762,Yes
307,52,Female,266.4722422408415,23,4,1,2,2,0.22,298.3387327163869,Yes
308,48,Male,686.2954884386613,25,1,3,1,3,0.48,412.7875836209112,No
309,26,Female,216.06066440491443,6,1,3,4,5,0.07,332.79813477885597,No
310,26,Female,997.3926483389507,11,5,4,1,3,0.09,359.8275466190403,No
311,21,Female,854.0110266819826,4,4,1,2,2,0.01,328.32162044264385,No
312,64,Female,682.5603784649995,27,3,5,5,1,0.22,144.84837563207677,Yes
313,67,Female,393.3543009608017,14,5,2,3,5,0.07,219.24455305963903,No
314,38,Female,1952.4999260660186,14,5,5,5,5,0.12,253.21870344292512,Yes
315,19,Female,1259.9108201592762,6,5,5,5,3,0.02,420.1028158230114,Yes
316,28,Female,1251.1595043719692,25,5,4,2,3,0.26,482.17507794751367,No
317,30,Male,528.3826188134166,22,1,5,2,2,0.13,88.85560076212617,Yes
318,40,Male,1741.2754481191487,28,1,5,3,5,0.23,9.748251113568863,Yes
319,46,Male,1313.84398290307,19,3,4,3,2,0.46,367.78122354641096,No
320,61,Female,1550.007442724602,11,4,2,4,3,0.3,449.3117504146201,Yes
321,69,Female,430.69770851360323,17,2,4,5,3,0.38,117.69838796821242,No
322,31,Female,398.6146600331916,24,1,2,1,5,0.42,64.28852638625997,No
323,33,Female,226.34861642028628,4,2,1,1,3,0.01,91.18876191298719,No
324,39,Male,297.4566196040756,9,1,4,5,2,0.08,142.47620586513733,No
325,60,Male,197.04329283873835,29,3,3,5,5,0.46,216.62372745081848,No
326,60,Female,511.08664171050003,12,1,4,2,1,0.48,471.8940762173779,No
327,58,Female,1534.4715838641087,25,2,2,5,1,0.2,88.16545449419361,Yes
328,37,Female,230.3973718886235,4,1,4,4,1,0.38,410.1817687504742,Yes
329,38,Female,444.05094158642146,17,1,3,3,4,0.18,369.70428407893905,Yes
330,67,Male,1841.8769402965029,2,2,5,2,5,0.16,363.71527569995965,No
331,60,Male,582.1818477778532,5,5,5,2,2,0.08,431.4996632464773,Yes
332,69,Female,923.9316652737112,28,5,1,3,3,0.01,275.6431283742776,Yes
333,42,Male,1089.630694361851,21,5,2,2,2,0.06,104.47531479707301,Yes
334,54,Female,1827.0252815674237,10,5,1,5,4,0.3,298.1646835678461,Yes
335,45,Male,1580.943394969845,7,3,4,4,3,0.06,49.020742544532204,No
336,53,Female,1416.5259053426755,1,4,3,2,1,0.49,214.94959161976544,No
337,20,Female,133.7437238500192,3,5,4,4,5,0.35,21.783315603594644,No
338,19,Female,1750.3863694390639,1,3,3,4,1,0.0,406.0622232214452,No
339,30,Female,1250.2898470795515,15,3,4,3,2,0.06,115.1191253390228,Yes
340,61,Female,908.0250347311547,6,2,5,3,4,0.49,404.00324278385034,Yes
341,34,Female,1800.0509684861554,24,3,2,5,2,0.42,406.46479413475953,Yes
342,44,Female,259.0820939630446,25,3,4,2,1,0.33,450.1274235133607,No
343,63,Female,729.9294573857094,21,1,4,5,2,0.03,262.8602219310165,No
344,50,Female,424.7516622884832,17,3,4,2,3,0.1,259.5016976803227,Yes
345,61,Female,525.8531742741591,12,1,4,5,4,0.37,352.90685359247607,No
346,29,Male,1733.417299205278,9,1,2,3,3,0.29,298.1954164785108,No
347,20,Female,889.4981356664214,2,3,4,4,3,0.21,392.5101181845308,No
348,34,Female,102.84396266273217,8,2,4,2,2,0.47,427.864536301031,Yes
349,55,Male,1836.079480216852,12,1,4,1,4,0.38,439.4231911649362,Yes
350,34,Female,304.03293502192395,9,1,2,5,2,0.11,374.3063611774248,No
351,69,Male,1794.921764752313,23,1,4,4,4,0.26,267.6356562661864,Yes
352,62,Female,1576.1873545950032,11,4,5,4,3,0.02,103.45270434980425,No
353,57,Female,660.7124019564251,26,5,4,4,4,0.44,156.7655527287642,No
354,45,Female,1765.8332474109227,18,5,1,3,3,0.08,424.2342636787787,Yes
355,24,Female,1780.0998858554992,16,3,5,4,5,0.3,379.04717461301317,Yes
356,52,Female,1010.948764472776,15,1,1,1,4,0.47,330.99731037536344,Yes
357,22,Male,505.14637595644257,3,4,1,3,5,0.4,490.42662382790087,No
358,62,Male,941.5721325824125,23,3,1,2,3,0.15,374.7857277073167,No
359,46,Female,729.0506205396697,29,1,3,5,2,0.34,416.6917714318397,Yes
360,68,Male,115.93038597661824,9,1,4,1,5,0.23,334.82166958195114,No
361,22,Female,79.54759156826842,13,1,2,1,5,0.27,99.0552073667591,Yes
362,24,Male,860.560184893851,18,4,1,4,5,0.02,107.97384742751326,No
363,60,Female,1636.684967339662,16,3,5,4,3,0.47,370.69553869159546,No
364,36,Female,967.1602302650532,23,4,5,2,4,0.04,254.6663459957147,No
365,29,Male,517.5981377283059,14,3,4,1,3,0.28,371.65808718768113,Yes
366,52,Male,1782.244950814625,2,5,1,4,3,0.0,251.9654027882897,Yes
367,48,Female,880.183301966142,2,3,4,4,4,0.45,459.3409283671804,Yes
368,19,Female,1639.9890590436228,29,2,2,1,1,0.22,410.3290173427306,No
369,63,Female,1637.3863149253432,19,2,3,2,5,0.27,233.92500377544266,Yes
370,45,Female,689.8964878896793,14,2,2,3,4,0.27,68.15399632966701,No
371,30,Female,1026.5174854312463,26,4,3,1,5,0.34,132.21132007605684,No
372,38,Female,1856.641382424502,5,1,1,1,3,0.11,209.67109893006668,No
373,43,Female,1379.4984616208112,26,3,3,5,4,0.09,488.7955779696531,No
374,66,Female,1825.8317382425555,5,1,5,1,3,0.12,139.9056250391435,Yes
375,39,Female,1553.7601814004302,8,2,3,4,2,0.0,238.44613724719582,Yes
376,31,Female,112.27913083514744,11,3,4,1,1,0.41,186.9838171107635,No
377,51,Male,424.3359767614389,10,2,5,5,5,0.31,179.11343877906083,No
378,44,Female,1724.9816727225225,24,1,5,4,4,0.19,177.58861536436456,Yes
379,35,Female,1584.1969823946583,11,3,2,3,4,0.47,463.81574511450555,Yes
380,51,Male,963.0357819879544,11,3,1,3,1,0.33,14.605712604663202,No
381,30,Female,1630.7285671239322,18,4,1,1,5,0.08,410.8084191198839,Yes
382,67,Female,1034.5402450592387,5,1,3,3,5,0.2,407.37113633726875,Yes
383,18,Female,1613.1263189119616,25,4,3,3,5,0.21,413.0843065328624,Yes
384,28,Male,1900.0933470080245,2,2,3,5,1,0.04,11.180390269687756,No
385,43,Male,1431.3438553411065,9,2,1,5,2,0.13,486.75046171620113,Yes
386,56,Male,253.72767942695978,13,4,3,3,5,0.39,496.50717761835443,No
387,21,Male,443.4185108075913,13,2,5,3,4,0.07,217.72871378674768,No
388,45,Female,1570.3408170669682,28,1,4,5,1,0.31,382.8069019000966,Yes
389,36,Female,1195.5650418668897,14,1,2,1,2,0.43,280.3019743232437,Yes
390,23,Male,1623.5647253792768,17,2,5,4,4,0.0,399.41205009656363,Yes
391,45,Female,1830.8689559161492,14,2,1,4,3,0.47,411.0705355025834,No
392,21,Female,347.7974396606317,7,1,2,4,3,0.47,8.201257447193411,No
393,50,Female,1549.8934383863525,10,4,4,5,5,0.38,134.46257239575172,No
394,68,Female,1787.0709296011578,22,2,4,5,4,0.12,205.02741334209955,No
395,51,Female,1097.0789490253276,12,4,5,2,1,0.45,440.96078113729055,No
396,57,Female,487.1920630744882,17,1,1,4,5,0.17,16.365785013326416,Yes
397,55,Male,1723.0824214051643,2,4,5,2,4,0.5,248.1106084794319,Yes
398,52,Male,1544.022766456479,1,2,5,3,5,0.0,345.583350432589,No
399,26,Male,1259.4587959672178,11,3,1,2,2,0.12,140.4355595631131,Yes
400,48,Female,549.7210032776215,27,5,1,1,3,0.35,226.11414956295772,Yes
401,44,Female,1854.939134862892,3,4,4,4,2,0.18,362.0879342953949,Yes
402,61,Male,492.11273418786465,15,2,1,2,3,0.46,45.50578958737872,No
403,49,Female,130.85131025024748,28,3,1,1,3,0.22,177.16303473538812,Yes
404,59,Male,961.6362142355113,7,2,4,3,5,0.16,246.10339472614413,Yes
405,62,Male,1973.9423624675392,27,1,2,2,2,0.5,314.6795537581982,No
406,59,Male,192.9010557001884,21,5,5,2,3,0.28,407.36990880930307,Yes
407,52,Male,863.3280242357957,7,1,3,5,3,0.04,278.83123381271594,No
408,26,Female,1372.1439708833452,12,4,4,5,2,0.3,284.35651538860776,Yes
409,48,Female,1263.9679268533012,5,1,5,2,3,0.11,334.43012363447116,Yes
410,45,Male,1544.8031012564943,14,1,3,5,1,0.4,1.8287197086189755,No
411,39,Female,318.92287747599613,7,5,5,4,4,0.26,90.59783843606928,Yes
412,29,Male,1477.7915736323046,7,5,2,2,3,0.49,135.65251541208062,No
413,32,Male,249.71444951065536,24,2,4,2,2,0.02,172.1411684188071,No
414,35,Male,1539.2933330652984,11,4,4,4,5,0.01,494.9880571427399,Yes
415,20,Female,468.641891323901,4,3,1,1,5,0.17,348.0438512492933,Yes
416,65,Male,1609.1037762899894,10,1,2,3,4,0.31,251.98641167616788,No
417,58,Female,1009.302970219331,23,5,4,4,5,0.21,125.80060183492608,No
418,66,Female,399.39913705380116,5,2,2,1,5,0.34,209.61390255236495,No
419,25,Male,103.19293564930848,25,1,3,2,1,0.01,48.718855530526795,Yes
420,27,Male,1085.498081108124,8,5,2,5,3,0.48,213.19686324029885,Yes
421,45,Female,74.81606023640708,25,3,5,3,1,0.35,416.19551075261256,Yes
422,45,Male,1466.9939731324766,18,4,2,4,4,0.34,423.57134730690416,No
423,43,Female,1192.374217810102,17,2,3,5,4,0.33,460.4073394352392,Yes
424,26,Female,291.613728664267,5,1,2,5,3,0.43,176.6951896238774,No
425,45,Male,852.4625409417215,16,5,5,3,4,0.28,20.708528190723165,No
426,24,Male,1036.216245990731,24,3,3,3,4,0.44,18.601215992654684,Yes
427,18,Male,1081.0826000214124,10,2,5,5,4,0.02,193.88568331637117,Yes
428,63,Male,1702.5769066670744,10,5,4,1,4,0.32,390.56637956043176,Yes
429,64,Male,1498.9040945253448,3,4,5,1,5,0.36,352.815971105702,Yes
430,55,Female,1584.8015501319853,10,5,1,1,1,0.16,375.34584993140095,No
431,43,Female,591.0795780720103,21,3,3,1,2,0.07,466.1533876422756,No
432,66,Female,1725.8233136535564,10,5,3,2,5,0.13,333.2792469715034,Yes
433,64,Female,281.32757574796454,13,1,4,4,2,0.32,39.58472272050684,Yes
434,31,Male,1286.8817802508215,15,3,3,1,2,0.1,80.8417943142401,No
435,60,Male,1376.6005591689295,27,1,3,2,5,0.38,343.2393980726088,Yes
436,43,Female,1142.3944895603747,3,3,4,1,2,0.21,264.02325881820803,No
437,66,Female,170.83948540539805,26,4,5,4,4,0.13,431.0486666352221,Yes
438,64,Male,386.9742548530516,21,2,1,4,3,0.26,115.8840860914025,No
439,21,Male,1706.8730431872882,15,1,1,1,3,0.2,200.5302913554848,Yes
440,47,Male,381.7129485736427,10,1,2,4,5,0.18,162.8625119754602,Yes
441,45,Male,1665.9309276271588,17,3,5,3,3,0.46,422.90927409385563,No
442,47,Male,1490.2336420858417,6,1,1,5,1,0.36,222.63658978094293,Yes
443,59,Male,1016.9510704481221,15,1,1,2,2,0.21,166.59761071165113,No
444,51,Female,1992.1019371872408,27,5,4,1,1,0.25,430.2639970745608,Yes
445,33,Female,1793.9246834296976,11,4,5,3,5,0.14,58.810381609336325,Yes
446,46,Male,1637.2218721364143,19,3,2,2,4,0.05,0.7726963470229276,Yes
447,41,Male,1837.1700172056803,21,5,5,2,5,0.38,417.77666084123916,No
448,39,Male,1800.9655748766286,22,5,4,1,2,0.3,152.79548586777787,No
449,41,Female,858.7819598274598,23,2,2,4,4,0.32,254.3138864683705,Yes
450,38,Female,677.8186893047854,9,4,4,5,3,0.04,393.0347804442941,Yes
451,36,Male,1602.6229597230893,14,1,4,1,5,0.5,73.28842154498355,Yes
452,64,Male,967.0255134804535,19,2,2,2,1,0.41,273.8157242598551,Yes
453,60,Female,635.6078964019342,9,3,1,1,3,0.41,51.07733600491582,No
454,62,Female,647.096196934243,20,3,3,3,3,0.04,81.97098240947864,Yes
455,24,Female,1113.9806228581247,7,3,5,2,2,0.14,58.29635484063639,No
456,18,Female,138.156727919464,10,5,5,1,4,0.13,151.3266361793217,Yes
457,20,Female,859.8932040741184,12,3,2,4,2,0.1,273.11514124697567,Yes
458,52,Male,895.352344841332,11,5,2,5,5,0.01,153.65472472661702,Yes
459,57,Male,1487.9660716702006,9,3,5,3,1,0.12,418.7310288361325,No
460,21,Female,403.72327000985354,2,3,5,4,2,0.25,282.2897502297258,Yes
461,21,Female,677.6190389826124,20,2,4,1,5,0.18,262.39752806125324,No
462,62,Female,378.0882346659223,8,2,2,1,5,0.5,88.30936890132523,No
463,37,Male,1295.7291962907684,12,5,1,1,3,0.48,25.9839467565241,No
464,30,Male,1849.4160407719055,8,2,2,1,2,0.29,322.2459953520686,Yes
465,37,Female,258.9711760782466,4,4,1,3,4,0.09,129.9909166229254,No
466,48,Female,346.7962178473326,19,4,2,1,4,0.11,148.3770145506013,No
467,18,Male,815.0072390245964,16,5,5,5,5,0.31,390.5350055074693,Yes
468,52,Female,1568.5207339420203,3,1,2,5,3,0.36,24.23549775523942,No
469,50,Male,590.2189257256555,4,3,2,5,1,0.48,7.99527114144899,Yes
470,38,Female,332.7847103725913,19,5,1,2,2,0.45,365.4157615620966,No
471,37,Female,152.18363893511597,26,4,4,2,5,0.28,354.90568228264704,Yes
472,39,Female,1903.006676664526,7,3,2,2,1,0.15,328.24021863194645,No
473,28,Female,861.1366253574438,10,3,3,5,1,0.1,99.94597760871487,Yes
474,64,Female,1236.6089810038743,14,2,3,4,4,0.08,54.48602003267988,No
475,57,Female,1946.5964832988834,8,4,3,5,2,0.47,495.3972926283928,No
476,42,Male,435.8270652988336,4,4,4,5,5,0.49,499.65874236343797,No
477,35,Female,933.4482234740784,28,4,5,2,2,0.08,40.20609817837728,No
478,51,Female,1276.8141914618666,11,1,2,3,2,0.34,370.79940612163597,No
479,64,Female,1505.256818187929,20,1,3,5,5,0.25,41.214941934722304,Yes
480,31,Female,750.9062337565921,9,4,2,3,4,0.33,83.93258305945822,No
481,48,Male,427.9020355787605,10,3,3,5,3,0.01,147.98835298890418,Yes
482,61,Female,882.2114733037766,29,2,4,4,5,0.2,383.448723851091,Yes
483,30,Female,1797.9411247216658,12,1,3,4,1,0.37,164.3075586741688,Yes
484,24,Male,1101.6429360423133,17,3,2,1,5,0.42,85.75165003531194,No
485,68,Male,1907.6282564537307,4,3,2,4,3,0.15,139.77178701441832,Yes
486,47,Female,1767.1822291787116,17,2,4,5,4,0.26,367.74347763579806,No
487,68,Male,1566.354887089216,8,2,2,4,5,0.12,362.20750106935384,No
488,27,Female,253.57616337457614,19,1,3,4,3,0.36,185.71696562292072,Yes
489,46,Female,110.65111840837513,13,5,4,3,5,0.1,203.62083115049523,Yes
490,68,Female,763.2133418543885,12,5,3,3,3,0.29,235.10091254563065,Yes
491,58,Female,156.2358714982967,26,2,5,3,4,0.5,41.05968631566065,Yes
492,50,Male,597.1929820095861,18,1,4,4,2,0.13,158.7278506083608,No
493,62,Male,1492.319107420082,11,1,3,5,5,0.0,67.54392011640748,Yes
494,57,Male,871.7955220278585,5,3,1,4,4,0.46,249.01886734002028,Yes
495,41,Male,1865.5657196813781,4,2,4,4,2,0.41,287.9860811725183,Yes
496,25,Female,1331.6732439790967,2,1,4,5,5,0.2,483.52669042392375,No
497,53,Male,1031.8140497796344,2,3,3,1,3,0.13,372.03101088612465,Yes
498,42,Female,1554.7182559579044,26,5,1,2,3,0.11,373.02040501941815,No
499,35,Male,1744.891965003291,11,2,2,3,2,0.36,414.2462625276433,No
500,60,Male,110.98552564626004,14,3,5,1,4,0.17,85.89508886384873,Yes
